colony_id,host_genus,timepoint,site,host.afdw.mg.cm2,sym.afdw.mg.cm2,am,aqy,rd,ik,ic,calc.umol.cm2.hr,cells.mg.afdw,chla.ug.mg.afdw,chlc2.ug.mg.afdw,prot.mg.mgafdw,cre.umol.mg.afdw,chla.ug.cell,chlc2.ug.cell,ratio.afdw.mg.cm2,total.chl.afdw,total.chl.cell,A1/A1ee,A1/A1ee-A1ep-A1eq,A1/A1gb-A1ee,C1/C42.2/C42g/C42a-C1b-C1au-C1az-C3-C42h,C116-C116af-C116ag-C116q,C15-C15bn-C15by,C15-C15bn-C15by-C15ai,C15-C15bn-C15dq,C15-C15by-C15ai,C15-C15he,C15-C15kl,C15-C15kl-C15he,C15-C15kl-C15he-C15vz,C15-C15kl-C15pm,C15-C15l-C15bm-C15n,C15-C15l-C15n,C15-C15l-C15n-C15bb-C15.8,C15-C15wa-C15kl-C15he-C15vz,C15/C116,C15/C116-C15h,C15/C116ai-C116aj,C15/C15ev,C15/C93a,C15h/C3,C1d,C1d-C42.2-C1-C1k-C1b-C3cg,C1d/C1/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p,C1d/C42.2,C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c,C1d/C42g-C42.2-C1-C42a-C1b,C3/C115d,C3ae/C3f-C3bj,C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3,C42g/C1/C42.2/C42a-C42h-C1b-C42b-C1ew-C42br,C91,D1,D1-D17d-D1r-D17c,D1-D1u-D1jb,D1/D4-D6-D2.2-D1h,G3a/G3ae-G3ai-G3bi-G3bj
ACR-145,Acropora,timepoint4,Manava,2.5866328512104606,1.379537520645617,0.7870053189338837,0.001829887,0.1419507125969655,430.0840487857684,78.86695850754188,0.007831875,153086.4197530845,0.6026430976430903,0.19787878787878535,0.11599285201046212,0.02937096055068417,3.9366202346041065e-6,1.2925953079178882e-6,0.347826087,0.8005218855218756,5.229215542521995e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-150,Acropora,timepoint1,Manava,1.3449400475465447,1.0350930998839138,2.034238305802055,0.003363935,0.8398342466770641,604.7198509541284,274.1090072032489,0.002185488,675949.3670886077,2.082715189873418,1.0913037974683548,0.4143586152050408,0.036785023,3.081170411985019e-6,1.614475655430712e-6,0.43490701,3.174018987341773,4.6956460674157305e-6,0.5306835885549265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4693164114450735,0,0
ACR-150,Acropora,timepoint2,Manava,2.090794723652589,0.6545096526216706,1.3967701907456436,0.002102101,0.4216528372938895,664.4638384500777,210.4022955,0.4470249124246424,873188.4057971132,1.9069468599034072,0.4724492753623253,0.3231415686496042,6.631130360050989e-4,2.1838893499308437e-6,5.410622406639005e-7,0.23841059602648748,2.3793961352657327,2.7249515905947443e-6,0,0.32391211604095566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6760878839590444,0,0
ACR-150,Acropora,timepoint3,Manava,1.2808344192884495,0.9277395253223988,0.8316549727537748,0.002476367,0.41515299176703335,335.8367802975629,193.4764499374455,0.11592861235351104,301351.35135134635,2.0151846846846513,0.5711216216216123,0.4027375118411839,0.1305308627640217,6.687159940209268e-6,1.8952017937219735e-6,0.4200626959247528,2.5863063063062635,8.582361733931241e-6,0,0.4348555084327843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5651444915672157,0,0
ACR-150,Acropora,timepoint4,Manava,3.396840090414332,1.0940471979516513,0.975636766,0.002152865,0.16981181622964267,453.1807300117654,80.09975495529459,0,131168.83116883205,0.40473160173160455,0.12170779220779306,0.090810383,0.045842752,3.085577557755776e-6,9.27871287128713e-7,0.24361493123772476,0.5264393939393976,4.013448844884489e-6,0.2349811859348644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7650188140651356,0,0
ACR-165,Acropora,timepoint1,Manava,2.0948360582370484,0.6750027298763215,1.0504973036684364,0.004994669,0.38082003998754393,210.32371051061756,81.81016812567873,2.3720780820281828e-4,361111.11111110373,1.322453703703677,0.4886805555555457,0.1802496548132966,0.019401656,3.662179487179488e-6,1.353269230769231e-6,0.243697479,1.8111342592592223,5.015448717948719e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-173,Acropora,timepoint1,Manava,1.6029094963389086,0.7589285778583656,0.7474725577652196,0.001818345,0.4458120538339193,411.0729502299302,305.4495294932279,0,499319.7278911617,1.866068027210904,2.0228775510204295,0.29730907852759975,0.037162611,3.737220708446867e-6,4.051267029972753e-6,0.3213296398891805,3.8889455782313336,7.78848773841962e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-173,Acropora,timepoint2,Manava,2.0621379829765623,0.4499210144675927,1.193833910391428,0.002339737,0.4143550387678724,510.2428259529459,188.8334035772752,0.3980311844762613,465151.51515149744,1.156348484848441,0.2845606060605952,0.2646808037748322,0.068630901,2.4859609120521176e-6,6.117589576547231e-7,0.17910447761193346,1.4409090909090363,3.0977198697068405e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-173,Acropora,timepoint3,Manava,0.2940515271791204,0.5247688792735025,0.5777292749327584,0.001521214,0.27713000952855493,379.7816849207706,207.62340050430532,0.32558505379449665,609230.7692307904,6.940794871795115,7.861000000000273,1.8439746163731932,0.3980702331842496,1.1392718855218856e-5,1.2903156565656566e-5,0.6408839779005504,14.801794871795389,2.4295875420875425e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-173,Acropora,timepoint4,Manava,1.2749253881550244,0.639962548,0.6229638420341794,0.002293378,0.1485122750860239,271.63591561041693,66.679503473258265,0,219607.8431372466,1.061124183006496,0.2780588235294012,0.2555899747329231,0.087921608,4.8319047619047626e-6,1.2661607142857142e-6,0.33420365535246516,1.3391830065358972,6.098065476190477e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-175,Acropora,timepoint1,Manava,1.761628631795043,0.1854345928206279,0.9520497284691324,0.00158809,0.4003389323458794,599.4935654760328,277.84708901175765,0.007604726,284795.3216374303,1.110197368421066,0.8148684210526416,0.23481769432590685,0.028724178,3.898228952772074e-6,2.861242299794662e-6,0.095238095,1.9250657894737075,6.759471252566736e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-175,Acropora,timepoint3,Manava,1.4631979320153976,0.9139976123274276,0.7232467819578052,0.001905337,0.4130393073239908,379.5900398831143,264.0804297,0,190867.5799086748,1.410520547945198,1.6882465753424571,0.28227447738426475,0.1044432777242182,7.390047846889952e-6,8.845119617224882e-6,0.38448566610455337,3.0987671232876552,1.6235167464114834e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-175,Acropora,timepoint4,Manava,1.7264331536829272,0.6178813392128466,0.6909636901392686,0.001896237,0.095383447,364.38676366943577,50.78767240881768,0,133333.3333333356,0.8329078947368562,0.33689473684211085,0.17020399832706998,0.063092839,6.246809210526314e-6,2.526710526315788e-6,0.2635658914728712,1.1698026315789671,8.773519736842103e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-176,Acropora,timepoint1,Manava,1.4362492568754957,1.0458840742375806,1.3055734570538913,0.003002418,0.4491442846359529,434.8406985283228,159.3186811690594,0.009414849,460683.7606837631,2.1843269230769344,1.012564102564108,0.3942888343238683,0.03931888169400079,4.741488868274583e-6,2.19795918367347e-6,0.4213649851632141,3.1968910256410425,6.9394480519480526e-6,0.02318346789126731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9768165321087326,0,0
ACR-176,Acropora,timepoint4,Manava,1.307987899229817,0.5695542244747415,0.9171801513177816,0.002422621,0.30932536726312687,378.5900682890919,135.62822595078305,0,190717.29957805757,0.8797932489451407,0.2424430379746818,0.21987324509440911,0.084923893,4.6130752212389376e-6,1.2712168141592928e-6,0.30335097001763134,1.1222362869198226,5.8842920353982306e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-178,Acropora,timepoint2,Manava,1.3413403989443828,0.56114791,0.9505376629351896,0.00213285,0.5035555717929595,445.66553196583465,278.3654072874269,0.4298863311746303,388379.2048929634,1.3826758409785829,0.35844036697247444,0.3106117002746476,0.035026754,3.5601181102362212e-6,9.22913385826772e-7,0.2949547218628732,1.7411162079510574,4.483031496062993e-6,0.840681234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15931876606683804,0,0
ACR-178,Acropora,timepoint3,Manava,0.900319425,0.33500257678484785,0.6948756542084189,0.001571407,0.30858090197756727,442.1996163784141,219.16879206100285,0.3270877774343534,325064.5994832056,1.4317829457364408,0.4415116279069788,0.5320552363596227,0.14050325961272195,4.404610492845788e-6,1.3582273449920512e-6,0.271186441,1.8732945736434197,5.762837837837839e-6,0.6425422208937378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35745777910626214,0,0
ACR-178,Acropora,timepoint4,Manava,0.8944125137403997,0.6073684977027826,0.9528359612241968,0.002499711,0.3617864266445401,381.1784032500997,156.44731130246393,0.003391067,310077.5193798471,2.2812906976744336,0.7761511627907031,0.2692751290457124,0.092045049,7.357162499999998e-6,2.5030875e-6,0.4044321329639887,3.0574418604651368,9.860249999999998e-6,0.7019488646522439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2980511353477561,0,0
ACR-180,Acropora,timepoint1,Manava,2.033891727,0.943725761,0.9995955721758394,0.002729453,0.4346601206696752,366.2256014012555,176.84215208914995,0,343333.3333333236,1.6631166666666193,1.4703999999999582,0.23318815535520576,0.02755017902517171,4.844029126213592e-6,4.282718446601941e-6,0.31693989071037576,3.1335166666665772,9.126747572815531e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-180,Acropora,timepoint4,Manava,0.6316300339290666,0.40266414662979527,0.8156812368662967,0.002436507,0.3485685432309454,334.77485604355314,158.2366596381816,0.018312255,340104.16666667257,1.4820937500000262,0.789625,0.3324787351537732,0.07492386,4.357764165390507e-6,2.3217151607963254e-6,0.38931297709924567,2.27171875,6.6794793261868325e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01408820901014561,0,0,0,0,0,0.9859117909898544,0,0
ACR-185,Acropora,timepoint1,Manava,2.897361059621067,0.5923493721892459,1.0620396645394354,0.002182551,0.34276499459586834,486.6047689513917,165.92715650830314,0.008788852,400987.65432098834,1.386877778,0.8740111111111125,0.1454910478916621,0.01915605642538798,3.458654556650246e-6,2.1796459359605906e-6,0.16974169741698608,2.2608888888888927,5.6383004926108365e-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACR-185,Acropora,timepoint4,Manava,1.7178205089039802,0.5621958029140264,0.8630546376838977,0.002321828,0.3665056803513349,371.7134680545982,174.3544557152755,0,162121.21212121562,0.7983005050505223,0.2828484848484912,0.15481623159640293,0.067229859,4.924096573208723e-6,1.744672897196263e-6,0.24657534246575225,1.0811489898990134,6.668769470404986e-6,0.930567498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069432502,0,0
ACR-186,Acropora,timepoint1,Manava,1.0093344521081808,0.3574036748448544,0.748529282,0.002623449,0.4174757702588889,285.32258782007784,191.72030579387973,0.005888019,364480.8743169403,1.4274180327868873,1.1113934426229524,0.31278464725562405,0.034652326,3.916304347826087e-6,3.0492503748125942e-6,0.2615012106537478,2.538811475409839,6.965554722638682e-6,0.5973188405797102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4026811594202898,0,0
ACR-186,Acropora,timepoint2,Manava,1.205565886486482,0.3722449053011371,0.8513063723563286,0.001834628,0.25706521380995595,464.02118230321065,146.9796001875244,0.2800385785246229,519298.24561405426,1.846877192982524,0.45119298245615713,0.284328519,0.040225041,3.556486486486486e-6,8.688513513513516e-7,0.23592493297589456,2.298070175438681,4.425337837837837e-6,0,0.44007403979639054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5599259602036094,0,0
ACR-186,Acropora,timepoint3,Manava,1.1161658595036907,1.031833327896756,0.7594099368024932,0.002287428,0.4920865124483369,331.99290631708993,282.44698759008327,0.20794443380205355,228888.88888888824,1.4989111111111073,1.6450333333333294,0.480485237528171,0.088483482,6.548640776699031e-6,7.1870388349514594e-06,0.4803695150115499,3.1439444444444367,1.3735679611650493e-5,0,0.27242384105960266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7275761589403974,0,0
ACR-186,Acropora,timepoint4,Manava,2.333456819190185,0.7929623173177431,0.80351121700000006,0.002626766,0.1741376071019823,305.8936909753502,67.90744438029698,0.003222416,132350.04916421077,0.54820944,0.166938053,0.12124653768609615,0.046585881,4.142117384843981e-6,1.2613372956909358e-6,0.2536327608982867,0.715147493,5.403454680534917e-6,0,0.41250989707046715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5874901029295329,0,0
ACR-187,Acropora,timepoint1,Manava,1.0376930115621732,0.5949439932956659,0.9700647316599772,0.002189791,0.45740941968988313,442.9941410977517,236.8679105989477,0.005071353,351481.4814814848,1.4418083333333471,0.4607333333333376,0.3742925687730049,0.03012300846709188,4.102089041095892e-6,1.3108324552160168e-6,0.3644067796610247,1.902541666666685,5.412921496311909e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-187,Acropora,timepoint4,Manava,1.379255168918886,0.517458491,0.912566741,0.002648857,0.16686224934649052,344.51341714461046,64.07429193501609,0.007077609,186896.55172414045,1.9876781609195673,0.6420000000000087,0.1964146091628585,0.064323609,1.063517835178352e-5,3.4350553505535055e-6,0.27281845536610133,2.629678160919576,1.4070233702337024e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-190,Acropora,timepoint1,Manava,1.693655005721576,0.9380243108612232,1.2505372820203449,0.002068739,0.655969836,604.4924997253497,372.4388758358908,0.002591674,515384.61538461945,2.7089333333333543,3.041707692307716,0.3650561896137863,0.033139779,5.256139303482586e-6,5.901820895522387e-6,0.35643564356436686,5.750641026,1.1157960199004974e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-190,Acropora,timepoint2,Manava,NA,0.9038111519571248,1.0591731649564269,0.001694918,0.5606994532205377,624.9111721441205,389.9301884760951,0.3451354446540029,NA,NA,NA,NA,NA,2.8921355013550137e-6,6.845040650406503e-7,NA,NA,3.576639566395664e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-190,Acropora,timepoint3,Manava,1.789814998694682,1.2243372164984418,0.7819872175453738,0.002305481,0.41000538746443527,339.1861976,208.84788945642563,0.22856026646890404,155072.46376811806,1.0897294685990486,0.731985507,0.2890070301138504,0.069537321,7.027227414330218e-6,4.720280373831777e-6,0.40619621342513906,1.8217149758454356,1.1747507788161996e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-193,Acropora,timepoint1,Manava,1.375915505462754,0.7101499383034205,1.163758808406848,0.002585071,0.4802262467880052,450.1844790123536,203.9425634804649,0.006833612,395340.5017921206,2.759139784946277,2.997741935483915,0.2859858035902686,0.03062503516586432,6.97914777878513e-6,7.582683590208522e-6,0.34042553191491376,5.756881720430192,1.4561831368993652e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-210,Acropora,timepoint3,Mahana,0.9367904918386754,0.651680342,0.748587277,0.002090949,0.4607392647407588,358.01309112694804,279.5765381549942,0.7592978252152126,177536.23188405385,2.453603864734243,1.9224347826086512,0.4514944430804202,0.11213638607108696,1.3820299319727891e-5,1.0828408163265306e-5,0.4102564102564099,4.376038647342894,2.46487074829932e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-210,Acropora,timepoint4,Mahana,1.6932359040937135,0.6220050259936277,1.0194277192944263,0.002419396,0.3640603206222151,421.35635436930056,161.09897370184152,4.966769182827938e-4,145351.47392290557,1.382768707483023,0.594255102,0.2737233576790152,0.069106668,9.513276131045243e-6,4.088400936037442e-6,0.2686567164179164,1.977023809523852,1.3601677067082688e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-213,Acropora,timepoint3,Mahana,1.0521528356555665,0.46563359535396753,0.7053201538275353,0.004447226,0.27701268733238954,158.59777073077902,67.73132701622389,0.2637829112648875,230496.45390071376,1.3562340425532182,0.8278085106383143,0.4831250623869726,0.098077792,5.883969230769232e-6,3.5914153846153855e-6,0.30678466076696836,2.1840425531915324,9.475384615384615e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-213,Acropora,timepoint4,Mahana,1.8620717865020584,0.6620699685340634,1.0591166407727848,0.003528343,0.3963915389539173,300.17394174635103,121.14997491478726,0,120555.55555555486,0.9874185185185128,0.3536,0.22978973722831147,0.071054986,8.190568356374808e-6,2.933087557603687e-6,0.2622950819672126,1.3410185185185108,1.1123655913978496e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACR-218,Acropora,timepoint3,Mahana,1.0902663703387372,1.0798828810974552,0.6711716641544347,0.001764809,0.38156815920772674,380.30849213561777,262.81231833342747,0.3975154712899239,170899.47089947408,2.228023809523851,2.109119047619086,0.4874987608239824,0.083139701,1.3037043343653252e-5,1.2341284829721362e-5,0.4976076555024015,4.337142857142938,2.5378328173374617e-5,0.6193893344589841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3806106655410159,0,0
